title,description,coordinates,phoneNumbers,url
ONG IVOIRE HUMAIN,"IVOIRE HUMAIN EST UN ORGANISATION  A BUT NON LUCRATIF CARACTERE HUMANITAIRE POUR LA
DEFENDRE DES DROITS DE L'ENFANT EN COTE D'IVOIRE.
CE QUE NOUS FAISONS ; DROIT A LA SANTE , DROIT A L'EDUCATION , DROIT A LA PROTECTION",25 BP 1052 Abidjan 25Abidjan - 00225 - Côte d’Ivoire,"[""+225 05 05 40 20 67"",""+225 07 49 50 20 39""]",https://www.goafricaonline.com/ci/985959-ong-ivoire-humain-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG JESUS SAUVE,Nous exerçons dans le domaine de santé publique particulièrement dans la nutrition. Nous avons aussi dans notre paquet un programme de prévention des pathologies courantes non liées au COVID-19.,2 PlateauxCocodyAbidjan - 225 - Côte d’Ivoire,"[""+225 05 04 32 61 23"",""+225 01 42 01 43 06"",""+225 07 07 00 71 71""]",https://www.goafricaonline.com/ci/570933-ong-jesus-sauve-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG JEUNES ENTREPRENEURS ET MOTIVATEURS,,Quartier BaoulekroAdiaké - Côte d’Ivoire,"[""+225 05 45 29 54 50"",""+225 01 41 68 58 29""]",https://www.goafricaonline.com/ci/168256-jeunes-entrepreneurs-motivateurs-organisations-non-gouvernementales-ong-adiake-cote-ivoire
ONG JEUNESSE AVENIR,,"Carrefour Amondji, face au bar Richelieu - Niangon NordYopougonAbidjan - Côte d’Ivoire","[""+225 27 23 46 15 52"",""+225 07 08 34 54 25""]",https://www.goafricaonline.com/ci/168084-jeunesse-avenir-ong-abidjan-cote-ivoire
ONG JHPIEGO CORPORATION,,,[],https://www.goafricaonline.com/ci/62004-jhpiego-corporation-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG JOIE DE VIVRE,,Non loin de la Pharmacie st Bernard - Riviera AttobanCocody - 01 BP 4518 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 22 42 20 47"",""+225 07 08 33 62 71""]",https://www.goafricaonline.com/ci/248708-joie-vivre-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG KARTIEKA,,-Tengréla - Côte d’Ivoire,"[""+225 27 22 42 98 69"",""+225 27 22 41 43 78"",""+225 07 08 39 04 11"","""",""+225 05 05 00 93 17"",""""]",https://www.goafricaonline.com/ci/601815-kartieka-organisation-non-gouvernementales-ong-tengrela-cote-ivoire
ONG KMOODEE,"Nous sommes une ONG dont l'activité est la lutte contre la faim,la pauvreté,et la promotion de l'éducation pour tous .",derriere la  Mairie de BlolequinBlolequin - Côte d’Ivoire,"[""+225 05 04 65 65 59"",""+225 07 09 26 06 24""]",https://www.goafricaonline.com/ci/569948-kmoodee-ong-blolequin-cote-ivoire
ONG LA BONNE BASE,"Présentation
""LA BONNE BASE"" est une ONG apolitique, non syndicale et à but non lucratif. 
Sa vocation principale est de contribuer activement à l’éducation et à la formation de jeunes élèves en les encourageant à considérer les études non pas comme une obligation mais comme une opportunité pour pénétrer dans le merveilleux monde du savoir et de la socialisation.","Angré, Non loin du terminus des bus 81-82CocodyAbidjan - Côte d’Ivoire","[""+225 07 07 78 56 23"",""+225 01 51 11 28 51""]",https://www.goafricaonline.com/ci/624313-bonne-base-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG LA FORET HABITEE,"Nous sommes une ONG environnementale. Notre principal objectif est d'amener les populations ivoiriennes notamment les plus jeunes  à protéger l'environnement. L'atteinte de ce objectif passe par des activités telles que le reboisement et le planting d’arbres, l'animation de conférences, le lobbying, la formation, l'information et l'éducation à l'environnement et au développement durable.",Carrefour Miami Beach - AbattaCocodyAbidjan - Côte d’Ivoire,"[""+225 07 08 34 16 50""]",https://www.goafricaonline.com/ci/588902-foret-habitee-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
ONG LA FORET NOURRICIERE-COTE D'IVOIRE,"Lutte contre la déforestation et pour la sécurité foncière, Contribution au règlement des conflits, Assistance juridique et administrative, Promotion de la sécurité alimentaire par la diversification des cultures vivrières et l'éducation populaire....","Km 11, Route d'Adzopé - N'dotréAboboAbidjan - Côte d’Ivoire","[""+225 07 07 14 55 14"",""+225 01 01 15 62 52"",""+225 05 05 99 65 35""]",https://www.goafricaonline.com/ci/394540-foret-nourriciere-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG LA GRACE,"-Promouvoir la cohésion sociale et la protection des droits de la femme ;
-Promouvoir le genre, l'autonomisation de la femme ;
-Promouvoir la protection de l'environnement et favoriser le développement durable ;","Banco, Non loin de l'école primaires  anges noirsAbobo - BP 1835 Abidjan 13Abidjan - Côte d’Ivoire","[""+225 07 08 23 45 38""]",https://www.goafricaonline.com/ci/579672-grace-ong-abidjan-cote-ivoire
ONG LA PNE (LA PORTE DE LA NOUVELLE ESPERANCE),,"Angré, 8e tranche, Cité wedowel04 BP 451 Abidjan 04Abidjan - Côte d’Ivoire","[""+225 07 07 64 89 86""]",https://www.goafricaonline.com/ci/583746-pne-ong-abidjan-cote-ivoire
ONG LA VIE EN VERT,,,[],https://www.goafricaonline.com/ci/96776-ong-vie-vert-abidjan-cote-ivoire
ONG LAMANE DIVINE,,Route du 200AboboAbidjan - Côte d’Ivoire,"[""+225 05 06 90 92 90"",""+225 07 07 83 48 45""]",https://www.goafricaonline.com/ci/594298-lamane-divine-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG LE BON SAMARITAIN,,,[],https://www.goafricaonline.com/ci/61406-ong-bon-samaritain-organisations-non-gourvernementales-abengourou-cote-ivoire
ONG LES AMIS DES MARINS,"Promouvoir la dignité, les intérêts et les droits socio économico professionnels des gens de mer ; Promouvoir le bien-être des gens de mer dans les eaux territoriales et ports ivoiriens",Avenue 19 rue 6 Immeuble HALLANY face à la station Total de la gare SITARAILTreichvilleAbidjan - Côte d’Ivoire,"[""+225 07 07 88 00 83"",""+225 07 08 03 76 66""]",https://www.goafricaonline.com/ci/489969-ong-amis-marins-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG LES AMIS DU JAPON,Faire de la lutte contre le cancer du sein et le paludisme par la sensibilisation.,Campus Félix Houphouët BoignyCocody - 22 BP176 Abidjan 22Abidjan - Côte d’Ivoire,"[""+225 07 07 52 38 89""]",https://www.goafricaonline.com/ci/835587-amis-japon-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
ONG LIGHT FIRST,Opération des yeux.,Antenne SideciYopougonAbidjan - Côte d’Ivoire,"[""+225 05 54 77 37 46"",""+225 07 49 29 64 21""]",https://www.goafricaonline.com/ci/595514-light-first-ong-abidjan-cote-ivoire
ONG LOVE HUMANITY,,Riviera FayaCocody - 18 BP 4513 Abidjan 18Abidjan - Côte d’Ivoire,"[""+225 27 21 29 76 84"",""+225 01 41 52 52 32"",""+225 07 08 93 33 71""]",https://www.goafricaonline.com/ci/524108-ong-love-humanity-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG LUMIERE DIVINE POUR L'EMERGENCE CI,,route abatta - Riviera FayaCocodyAbidjan - Côte d’Ivoire,"[""+225 07 07 28 54 50""]",https://www.goafricaonline.com/ci/601297-lumiere-divine-emergence-ci-organisations-gouvernementales-ong-abidjan-cote-ivoire
ONG MANASSE,Prise en charge des OEV,,[],https://www.goafricaonline.com/ci/62031-manasse-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG MANKIND,"Droits de l'Homme, Développement durable",BP 231Tabou - Côte d’Ivoire,"[""+225 07 07 48 89 65""]",https://www.goafricaonline.com/ci/76195-ong-mankind-ong-tabou-cote-ivoire
ONG MAP INTERNATIONAL (MEDICAL ASSISTANCE PROGRAM INTERNATIONAL),,Non Loin de Doraville - Riviera BonouminCocody - 01 BP 1658 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 22 47 13 83""]",https://www.goafricaonline.com/ci/71202-ong-map-international-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG MEPADIAM,,Face au CHU - Mamie AdjouaYopougonAbidjan - Côte d’Ivoire,"[""+225 25 22 00 48 64""]",https://www.goafricaonline.com/ci/112137-mepadiam-ong-abidjan-cote-ivoire
ONG MESSI,,Près de la petite mosquée - Riviéra JardinsCocody - 25 BP 1291 Abidjan 25Abidjan - Côte d’Ivoire,"[""+225 27 22 43 11 86"",""+225 07 07 40 43 11""]",https://www.goafricaonline.com/ci/62027-messi-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG MISSION D'AMOUR,Assistance Nouveau-né Orphelins.,,[],https://www.goafricaonline.com/ci/93929-mission-amour-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG MOCAD-CI,"Elle a pour objectif:
- de lutter contre la misère, le chômage, la pauvreté et améliorer la qualité de vie des populations ivoiriennes ;
- de contribuer à l’éducation, la formation et l’information des populations ;
- de soutenir les services d’instruction publique et participer à l’amélioration du niveau scolaire des populations.",-Abidjan - Côte d’Ivoire,"[""+225 07 07 72 30 82"",""+225 01 02 23 88 50""]",https://www.goafricaonline.com/ci/779963-ong-mocad-ci-abidjan-cote-d-ivoire
ONG MON EDUCATION MON AVENIR-MEMA,ONG MON EDUCATION MON AVENIR-MEMA est une organisation à référence nationale et internationale créée le 08 Juin 2011 à Abidjan qui à pour but de booster le monde scolaire par la culture de l'excellence. Aussi l'ONG MEMA fait la protection et la promotion des élèves en général et des jeunes filles en particulier.,Kennedy13 BP 2881 Abidjan 13Abidjan - Côte d’Ivoire,"[""+225 01 43 94 60 07"",""+225 07 59 66 53 57""]",https://www.goafricaonline.com/ci/586898-education-avenir-mema-organisations-gouvernementales-ong-abidjan-cote-ivoire
ONG MOSAÏQUE,,Derrière la Station Total - Riviéra 2Cocody - 01 BP 10742 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 07 48 87 23 21"",""+225 01 40 79 79 00"",""+225 07 08 79 45 41""]",https://www.goafricaonline.com/ci/394147-mosaique-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG MPLCI,,Non loin de l'Imm. Timité à 300m de la Pharmacie marchéAdjaméAbidjan - Côte d’Ivoire,"[""+225 27 20 37 06 03"",""+225 05 05 05 87 10""]",https://www.goafricaonline.com/ci/594972-mplci-ong-abidjan-cote-ivoire
ONG MY OWN BUSINESS,Apporter du social,,[],https://www.goafricaonline.com/ci/596472-my-own-business-ong-abidjan-cote-ivoire
ONG NAHE SOLIDARITY,Défense des droits des enfants,Rue Ministre - Riviera PalmeraieCocody - 01 BP 736 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 25 22 00 68 17""]",https://www.goafricaonline.com/ci/71560-ong-nahe-solidarity-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
ONG NIN MIN MONH,,Au sein du CEDV - Santé villageAttécoubéAbidjan - Côte d’Ivoire,"[""+225 07 07 79 83 11"",""+225 05 74 52 52 01""]",https://www.goafricaonline.com/ci/112110-nin-min-monh-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG O2HC,"Notre mission est d'améliorer la santé et le bien-être des personnes âgées et des malades chroniques à travers une approche sanitaire holistique. Nous proposons des consultations préventives, des soins à domicile, des groupes de soutien etc.","Derrière la perception, PalmeraieAnyama - Côte d’Ivoire","[""+225 07 47 51 31 09"",""+225 05 75 39 03 75""]",https://www.goafricaonline.com/ci/638179-ong-o2hc-organisations-non-gouvernementales-anyama-cote-ivoire
ONG ODAFEM,,Quartier CafopMan - Côte d’Ivoire,"[""+225 27 33 79 38 88""]",https://www.goafricaonline.com/ci/133281-ong-odafem-organisation-non-gouvernementales-man-cote-ivoire
ONG ODAHROM,"Formation - Développement des Ressources Humaines - Placement Stage/Emploi
Entrepreneuriat","Rue L84, Perles 2, Résidence Golf, 2 Plateaux - Deux-plateaux - Les PerlesCocody - 06 BP 6767 Abidjan 06Abidjan - Côte d’Ivoire","[""+225 27 22 42 82 31"",""+225 07 07 20 23 62"",""+225 07 09 11 86 38""]",https://www.goafricaonline.com/ci/62091-odahrom-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG OGRADIE (LA GRACE DIVINE ETERNELLE),,"Avocatier, à 100 mètres du commissariat du 32eme arrondissement, Bâtiment rose, 1er étage porte N°1Abobo - BP 885 Abidjan 14Abidjan - Côte d’Ivoire","[""+225 05 45 17 42 58"",""+225 07 58 37 81 53"",""+225 05 05 24 31 45""]",https://www.goafricaonline.com/ci/549413-orgradie-ong-abidjan-cote-ivoire
ONG OIDD,"L'ONG - Organisation Internationale pour le Développement Durable oeuvre par le biais de: La lutte contre le changement climatique, Promotion de l'agriculture inclusive, L'Education pour tous et formation, Lutte contre la pauvreté et la faim, Villes durables et assainissement; Activités actuelle: La lutte contre les grossesses a l'école, Soutien aux familles vulnérables en période de rentrée scolaire.",Non loin du Stade ChamprouxMarcoryAbidjan - Côte d’Ivoire,"[""+225 07 49 58 22 69"",""+225 05 54 14 94 65""]",https://www.goafricaonline.com/ci/599564-oidd-ong-abidjan-cote-ivoire
ONG OJSP (ONG ORGANISATION DES JEUNES POUR LA LUTTE CONTRE L'INSALUBRITE PUBLIQUE),,En face  de l'église évangélique la Bénédiction - 220 logementsAdjamé - 14 BP 41 Abidjan 14Abidjan - Côte d’Ivoire,"[""+225 05 45 89 17 08"",""+225 07 58 79 03 90"",""+225 01 43 66 19 65""]",https://www.goafricaonline.com/ci/292712-ong-ojsp-organisations-non-gouvernementales-ong-cote-d-ivoire
ONG OLIVE,Réinsertion sociale,Marché du quartier LacSan-Pédro - Côte d’Ivoire,"[""+225 07 09 21 60 91"",""+225 01 03 21 55 88""]",https://www.goafricaonline.com/ci/100593-ong-olive-san-pedro-cote-ivoire
ONG OMED (ONG MAUKO EDUCATION ET DEVELOPPEMENT),,"Carrefour Mendiant, derrière la BNI, 2 Plateaux MobileCocody - 06 BP 6666 Abidjan 06Abidjan - Côte d’Ivoire","[""+225 27 22 41 62 36"",""+225 01 02 49 11 15""]",https://www.goafricaonline.com/ci/466265-omed-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG PAIPS (PROGRAMME D'APPUI A L'INSERTION PROFESSIONNELLE ET SOCIALE),,80 LogementsAdjamé - 09 BP 4168 Abidjan 09Abidjan - Côte d’Ivoire,"[""+225 27 20 38 48 15""]",https://www.goafricaonline.com/ci/86606-paips-organistaions-non-gouvernementales-ong-abidjan-cote-ivoire
ONG PANMCI,,Pharmacie du MarchéBP 30 BingervilleBingerville - Côte d’Ivoire,"[""+225 27 22 40 31 42""]",https://www.goafricaonline.com/ci/235841-panmci-organisations-non-gouvernementales-ong-bingerville-cote-ivoire
ONG PENIEL,Conseil et aide aux victimes des accidents de la route et de travail pour indemnisation auprès des maisons d'assurance.,,[],https://www.goafricaonline.com/ci/1049841-peniel-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG PETITES MAINS,La nutrition de la petite enfance,- - Deux-plateaux - VallonCocodyAbidjan - Côte d’Ivoire,"[""+225 07 68 79 18 72"",""+225 01 51 11 11 89""]",https://www.goafricaonline.com/ci/596875-petites-mains-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG POHIE,"l'ONG POHIE est organisation non gouvernementale à but non lucratif. Elle intervient dans le domaine de l'éducation, la formation et l'emploi. Notre vision:  Rendre autonome les jeunes autonomes par l'entrepreneuriat ou par l'obtention d'un emploi, Nos activités, Promotion de l'éducation, Renforcement des capacités, Techniques de recherche d'emploi, Réussir son entretien d'embauche, Promotion de l'entrepreneuriat.",Non loin de l'Eglise Saint André - SicogiYopougon - 01 BP 981 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 25 23 00 27 76"",""+225 07 47 12 52 92"",""+225 01 42 08 58 71""]",https://www.goafricaonline.com/ci/467568-pohie-ong-abidjan-cote-ivoire
ONG RASALAO (RESEAU D'ACTION SUR LES ARMES LEGERES EN AFRIQUE DE L'OUEST),,En face de Fraternité-Matin - 80 logementsAdjamé - 01 BP 13587 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 20 37 40 08"",""+225 07 48 92 59 64""]",https://www.goafricaonline.com/ci/62054-rasalao-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG REGARD DE FEMME,"Promotion des droits de l’homme et de
la démocratie",,[],https://www.goafricaonline.com/ci/76418-regard-femme-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG REMAR,"Centre chrétien de réhabilitation, formation, éducation, insertion, réinsertion","Rue Selmer, En face de la MairieYopougon - 16 BP 85 Abidjan 16Abidjan - Côte d’Ivoire","[""+225 07 67 20 38 67"",""+225 05 56 99 29 40"",""+225 07 07 77 63 62""]",https://www.goafricaonline.com/ci/501324-remar-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG RENAISSANCE,Lutte contre le VIH-SIDA,NimboBP 1233 YamoussoukroBouaké - Côte d’Ivoire,"[""+225 27 31 63 03 90""]",https://www.goafricaonline.com/ci/101131-rennaissance-ong-bouake-cote-ivoire
ONG RENFCAP,,Eglise Saint Bernard - Riviera AttobanCocody - 01 BP 4891 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 22 43 53 61""]",https://www.goafricaonline.com/ci/62049-renfcap-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG REPSFECO,,Bietry - Zone 4 CMarcory - 08 BP 1078 Abidjan 08Abidjan - Côte d’Ivoire,"[""+225 27 21 35 09 03""]",https://www.goafricaonline.com/ci/62050-repsfeco-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG RESILIENCE DURABLE,"RESILIENCE DURABLE à pour objectifs :
-Contribuer au renforcement de la résilience des jeunes et des femmes par la formation et l’implémentation de projets participatifs
-Contribuer à la promotion de l’entreprenariat du changement et les initiatives entrepreneuriales innovantes pour le progrès social 
-Contribuer à la protection de l’environnement et au développement local durable à travers l’implémentation de projets participatifs et inclusifs.","Abidjan, Plateau-Dokui, Cité Forest - Plateau DokuiCocodyAbidjan - Côte d’Ivoire","[""+225 07 79 95 25 54"",""+225 05 06 89 52 81""]",https://www.goafricaonline.com/ci/855959-ong-resilience-durable-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG REVELE TON TALENT,"L’ONG « Révèle Ton Talent » offre une expertise déclinée en quatre axes principaux: Aides et Assistances, Inventions et Innovations, Education et Formation, Promotion d’émission de révélation de talents.",Riviera M'BadonCocody - 01 BP 10333 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 22 21 92 81"",""+225 05 46 00 90 03"",""+225 07 48 22 81 95""]",https://www.goafricaonline.com/ci/578507-revele-ton-talent-ong-abidjan-cote-ivoire
ONG REVES d'AFRIQUE,,Bel AirYopougonAbidjan - Côte d’Ivoire,"[""+225 07 68 35 59 68"",""+225 07 68 35 59 69""]",https://www.goafricaonline.com/ci/495998-reves-afrique-abidjan-cote-d-ivoire
ONG SAMSU,"Avec nous votre santé passe avant  tout. 
Nous vous offrons des consultations de diabète, tension et autres",Camp MilitaireYopougonAbidjan - Côte d’Ivoire,"[""+225 05 04 01 34 85""]",https://www.goafricaonline.com/ci/501322-samsu-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG SANTE & SOLIDARITE,,Carrefour Marché - Nouveau quartierYopougon - 23 BP 3602 Abidjan 23Abidjan - Côte d’Ivoire,"[""+225 07 08 62 37 20""]",https://www.goafricaonline.com/ci/552313-ong-sante-solidarite-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG SANTE ANIMALE AFRIQUE,,SogefiaAbobo - 01 BP 11510 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 25 24 00 12 86"",""+225 05 45 71 09 10""]",https://www.goafricaonline.com/ci/527921-ong-sante-animale-afrique-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG SAPHARM (SERVICE ASSISTANCE PHARMACEUTIQUE ET MEDICALE),,Quartier TazibouoBP 45Daloa - Côte d’Ivoire,"[""+225 27 32 76 74 95""]",https://www.goafricaonline.com/ci/105195-ong-sapharm-daloa-cote-ivoire
ONG SARAH-CI,,,[],https://www.goafricaonline.com/ci/501319-ong-sarah-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG SASSI,"L'ONG SASSI est une organisation non-gouvernementale internationale qui s'est assignée comme mission de venir  en aide aux orphelins, veuves et biens d’autres personnes vulnérables. Nous intervenons dans le domaine de la sensibilisation, l' assistance sociale, la formation sur le savoir-vivre, l’étude et réalisation des projets.",SDVAbidjan - Côte d’Ivoire,"[""+225 05 95 12 44 34""]",https://www.goafricaonline.com/ci/573533-ong-sassi-ong-abidjan-cote-ivoire
ONG SAUVONS 2 VIES,,plateau Dokui non loin de la sodeci - Plateau DokuiCocody - 06 BP 1700 Abidjan 06Abidjan - Côte d’Ivoire,"[""+225 07 07 85 19 57"",""+225 01 53 10 46 29""]",https://www.goafricaonline.com/ci/594284-sauvons-2vies-organisations-non-gouvernemantales-ong-abidjan-cote-ivoire
ONG SECOK,,Non loin de la Grande MosquéeKoumassiAbidjan - Côte d’Ivoire,"[""+225 05 05 89 54 65"",""+225 07 58 53 84 52""]",https://www.goafricaonline.com/ci/601285-secok-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
ONG SEFE,,Cité PolicièrePlateauAbidjan - Côte d’Ivoire,"[""+225 07 57 65 77 37""]",https://www.goafricaonline.com/ci/466683-sefe-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG SERVIR,Une association à but non lucratif,"II Plateaux derrière l'école Farandole, prolongement de la polyclinique - Deux-plateaux - ENACocody - 06 BP 1820 Abidjan 06Abidjan - Côte d’Ivoire","[""+225 27 22 41 40 68"",""+225 27 22 41 40 69""]",https://www.goafricaonline.com/ci/60892-servir-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG SEV CI (SANTE ESPOIR VIE COTE D'IVOIRE),,"Cité Saphir, Près de la CNPS - Angré 8è trancheCocody - 06 BP 1626 Abidjan 06Abidjan - Côte d’Ivoire","[""+225 27 22 50 19 35""]",https://www.goafricaonline.com/ci/62058-sev-ci-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG SHILO,,,[],https://www.goafricaonline.com/ci/583647-shilo-ong-abidjan-cote-ivoire
ONG SINO-AFRICA,Nous servons de pont aux étudiants qui veulent étudier en Chine,,[],https://www.goafricaonline.com/ci/293620-sino-africa-ong-abidjan-cote-ivoire
ONG SION INTERNATIONAL,"Nous œuvrons pour le bien-être des malades dans les hôpitaux, les prisonniers, les veuves, les démunis et nous leur venons en aide par des cotisations que nous levons entre nous",Ahougnassou SicogiBouaké - Côte d’Ivoire,"[""+225 07 57 68 08 99""]",https://www.goafricaonline.com/ci/570513-sion-international-ong-bouake-cote-ivoire
ONG SOGUESS,"Protection des enfants, le viol des enfants",Cité jacques prevert - Riviera 3CocodyAbidjan - Côte d’Ivoire,"[""+225 07 47 03 55 33"",""+225 05 06 05 12 86""]",https://www.goafricaonline.com/ci/599287-soguess-organisation-non-gouvernementales-abidjan-cote-ivoire
ONG SOLEIL RECONCILIATION,Aide aux Orphelins et femmes démunies,,[],https://www.goafricaonline.com/ci/505462-soleil-reconciliation-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
ONG SOLIDARITE VIE,,"Carrefour Henry Konan Bedié, non loin de l'Hopital GénéralBP 694 Grand-BassamGrand-Bassam - Côte d’Ivoire","[""+225 27 21 30 32 46""]",https://www.goafricaonline.com/ci/97943-ong-solidarite-vie-organisations-non-gouvernementales-grand-bassam-cote-ivoire
ONG SOS EXCLUSION,"Droits de l’Homme, démocratie, lutte
contre la pauvreté","Imm le Printemps, 2ème Etage - 220 logementsAdjamé - 09 BP 50 Abidjan 09Abidjan - Côte d’Ivoire","[""+225 27 20 37 74 14"",""+225 27 20 37 74 19"",""+225 07 67 20 75 33"",""+225 07 07 56 78 07""]",https://www.goafricaonline.com/ci/62068-sos-exclusion-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG SOUNYEGNON,Humanitaire,Voie du chateau - Angré Petro IvoireCocody - 06 BP 1869 Abidjan 06Abidjan - Côte d’Ivoire,"[""+225 27 22 42 02 56"",""+225 07 07 13 77 15""]",https://www.goafricaonline.com/ci/113178-sounyegnon-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG TENDS - MOI LA MAIN,,Quartier SelmerYopougon - 01 BP 2067 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 25 20 00 33 99"",""+225 05 06 08 19 63""]",https://www.goafricaonline.com/ci/62071-tends-moi-main-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG TERRE DES ANGES,"ONG Terre des Anges intervient dans 06 domaines d’activités à savoir ; la santé, l'éducation, le règlement  des conflits, la gestion d'eau potable, la protection environnementale et l'Agro alimentaire",Dares Salam25 BP 522 Abidjan 25Bouaké - Côte d’Ivoire,"[""+225 01 52 55 65 01"",""+225 07 57 54 58 59""]",https://www.goafricaonline.com/ci/366954-terre-anges-organisations-non-gouvernementales-ong-bouake-cote-ivoire
ONG TIERRA DE ESPERANZA COTE D'IVOIRE (ONG TECI),"Œuvre dans les domaines de la santé, l’hygiène, l’éducation, les actions humanitaires, droit humain, la protection et la défense des  personnes vulnérables. Travaillons avec des partenaires pour créer des conditions aux personnes en situation de vulnérabilité à parvenir à une prise en charge immédiat et un appui durable.","Niangon,cité CIE non loin de l'église St Timothée et de la Pharmacie RoxaneYopougon - 16 BP 1573 Abidjan 16Abidjan - Côte d’Ivoire","[""+225 27 23 48 59 43"",""+225 01 53 52 51 51"",""+225 07 77 57 17 76"",""+225 05 76 62 44 44""]",https://www.goafricaonline.com/ci/579224-tierra-de-esperanza-ong-teci-abidjan-cote-ivoire
ONG TRACK,AIDER LES ENTREPRENEURS AGRICOLE PRODUIRE ET TROUVER DES DES DÉBOUCHÉS A LEURS PRODUCTIONS POUR LES COMMERCIALISER.,"Coco service, immeuble soghonnanAbobo - 17 BP 914 Abidjan 17Abidjan - Côte d’Ivoire","[""+225 07 07 27 53 71""]",https://www.goafricaonline.com/ci/596975-track-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG TRAIT D'UNION,"Formation et Insertion des enfants de la rue et dans la rue;
Amélioration des conditions de vie et de travail des personnes démunies;",Niangon à droiteYopougon - 01 BP 1568 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 07 87 42 85 97"",""+225 01 53 04 29 36""]",https://www.goafricaonline.com/ci/364128-trait-union-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG UGEFOS,,,[],https://www.goafricaonline.com/ci/659107-ugefos-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG UMAOFCI,Formation; Ecoute; Sensibilisation,,[],https://www.goafricaonline.com/ci/89725-ong-umaofci-organisation-non-gouvernementales-abidjan-cote-ivoire
ONG UNIVERS SANTE AFRIQUE ASIE,,,[],https://www.goafricaonline.com/ci/98545-ong-univers-sante-afrique-asie-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG VIBES-CI,"Vision bien-être et sante côte d’ivoire a pour objet de contribuer au bien-être de l’homme et de sa santé. A ce titre, voici quelques actions que nous réalisons : les luttes contre les pathologies considérées comme problème de santé publique et communautaire ; Assistance  sociale et aide humanitaire pour réaliser des actions de solidarités et de bienfaisance auprès des populations vulnérables notamment les jeunes et les femmes .",Belleville 1Bouaké - Côte d’Ivoire,"[""+225 07 08 58 60 41"",""+225 01 40 45 22 01""]",https://www.goafricaonline.com/ci/577090-vibes-organisations-gourvernementales-ong-bouake-cote-ivoire
ONG VIE COMBLE,L'ONG VIE COMBLE oeuvre pour le Développement durable.,,[],https://www.goafricaonline.com/ci/498654-ong-vie-comble-organisations-non-gouvernementales-abidjan-cote-ivoire
